1448888400,5774,25,22797,14250,16.0270,33.6135,60.9840,146.1400
1448889000,5774,25,22966,14369,16.4640,34.2970,62.3200,147.2100
1448889600,5783,25,22803,14260,16.0500,33.8655,60.7320,146.2460
1448890200,5778,25,22982,14342,16.2980,34.4230,62.3880,150.3170
1448890800,5779,25,22816,14288,16.0260,33.8200,60.9420,146.5390
1448891400,5773,25,22969,14342,16.2440,34.5480,62.4550,148.9870
1448892000,5785,25,22813,14278,16.0100,33.6570,60.8430,147.6720
1448892600,5786,25,22987,14387,16.3860,34.5120,62.1240,148.9530
1448893200,5780,25,22827,14273,16.0090,33.7510,61.4120,146.0730
1448893800,5777,25,22973,14388,16.3950,34.5795,63.1170,149.0420
1448894400,5776,25,22814,14261,16.0590,33.8280,61.7060,147.4480
1448895000,5782,25,23000,14380,16.2610,34.4315,62.9750,148.3810
1448895600,5794,25,22833,14303,16.0340,33.9670,61.6490,146.2890
1448896200,5781,25,23006,14383,16.3230,34.3960,62.8420,150.1290
1448896800,5776,25,22797,14262,15.9260,33.6490,61.7110,148.4310
1448897400,5785,25,22988,14387,16.2600,34.4470,63.4200,149.4640
1448898000,5787,25,22814,14286,15.9590,33.9770,61.7200,146.7550
1448898600,6097,25,22976,14774,16.6730,35.2045,67.8400,153.7120
1448899200,5775,25,22819,14285,15.9950,33.7720,61.7760,146.1830
1448899800,5787,25,22971,14376,16.2660,34.5460,63.0610,147.2820
1448900400,5773,25,22810,14289,16.0030,33.7010,61.7440,146.5310
1448901000,5775,25,22969,14380,16.4450,34.5580,63.8630,152.4670
1448901600,5769,25,22787,14238,16.0040,34.0095,62.1370,146.1650
1448902200,5778,25,22959,14379,16.2940,34.7370,64.1130,149.8840
1448902800,5774,25,22784,14274,16.0670,33.9640,62.2600,145.1400
1448903400,5770,25,22956,14372,16.3370,34.6660,63.5890,149.2420
1448904000,5777,25,22772,14255,15.9840,33.6740,62.1440,146.1410
1448904600,5756,25,22952,14299,16.5630,34.3740,63.9970,147.6170
1448905200,5763,25,22773,14223,16.1300,33.6860,62.0750,146.1090
1448905800,5767,25,22948,14327,16.6920,34.6630,63.7850,147.2020
1448906400,5773,25,22768,14238,16.2090,33.6670,61.9920,148.1350
1448907000,5846,25,22686,14368,16.3360,34.1470,62.1900,146.5450
1448907600,5771,25,22753,14251,16.2050,33.6860,61.9080,144.0190
1448908200,5781,25,22922,14332,16.4840,34.5880,63.9330,146.3380
1448908800,5835,25,22735,14341,16.0810,33.8140,62.8730,146.2700
1448909400,5788,25,22926,14371,16.4150,34.3690,63.7580,146.6200
1448910000,5780,25,22784,14269,16.2660,34.0780,62.6040,144.5870
1448910600,5783,25,22925,14352,16.8540,34.9615,65.5070,147.2430
1448911200,5777,25,22772,14230,16.5310,34.4205,63.8820,146.9520
1448911800,5772,25,22945,14342,16.8100,34.6285,64.8650,148.1950
1448912400,5774,25,22781,14263,16.2380,34.0090,62.8870,144.7650
1448913000,5779,25,22937,14370,16.7250,34.6950,64.9240,146.5680
1448913600,5770,25,22785,14261,16.2960,34.1210,65.6020,146.8290
1448914200,5776,25,22933,14332,16.6810,34.6635,64.8790,149.2870
1448914800,5781,25,22789,14295,16.3020,34.1280,63.6560,147.8320
1448915400,5780,25,22939,14364,16.6820,34.7815,65.2070,149.7410
1448916000,5780,25,22787,14272,16.0800,33.8800,63.3640,146.5840
1448916600,5776,25,22933,14350,16.5840,34.6060,64.1980,148.5420
1448917200,5768,25,22749,14246,16.1530,34.0325,63.1270,145.9780
1448917800,5781,25,22924,14355,16.5830,34.4620,65.4820,147.9970
1448918400,5773,25,22758,14279,16.1530,33.8940,62.7390,145.6160
1448919000,5761,25,22923,14333,16.4300,34.3890,63.7830,147.6420
1448919600,5767,25,22741,14272,16.0860,33.6375,62.2770,145.1510
1448920200,5765,25,22924,14351,16.4930,34.2380,64.0940,148.3450
1448920800,5770,25,22751,14266,16.0200,33.5640,62.0970,144.6890
1448921400,5766,25,22906,14349,16.4740,34.1660,63.6810,147.3250
1448922000,5761,25,22765,14268,15.9760,33.2750,61.9010,144.8380
1448922600,5763,25,22909,14349,16.2870,34.1940,63.6520,147.4460
1448923200,5773,25,22764,14272,16.0060,33.4045,61.6230,144.1650
1448923800,5764,25,22906,14358,16.1700,33.8575,63.1640,146.6180
1448924400,5768,25,22765,14285,15.9900,33.1760,61.7380,145.7940
1448925000,5766,25,22915,14351,16.1880,33.8430,62.9730,148.2660
1448925600,5765,25,22750,14254,15.8580,33.0895,61.4790,143.2870
1448926200,5762,25,22895,14345,16.1340,33.7370,62.9200,146.1700
1448926800,5760,25,22737,14257,15.8250,33.0860,60.8420,144.6490
1448927400,5761,25,22903,14341,16.0490,33.5590,62.7110,146.5470
